,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Casual,Registered,All,seasons,day,weather,month,year
426,427,2012-03-02,1,1,3,0,5,Working Day,2,14.5,18.0,65.7,14.5,246,2948,3194,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
427,428,2012-03-03,1,1,3,0,6,Not Working Day,2,17.0,20.7,62.1,16.1,956,3110,4066,Springer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
428,429,2012-03-04,1,1,3,0,0,Not Working Day,1,13.4,15.2,40.3,33.5,710,2713,3423,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
429,430,2012-03-05,1,1,3,0,1,Working Day,1,10.0,12.1,50.6,22.9,203,3130,3333,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
430,431,2012-03-06,1,1,3,0,2,Working Day,1,10.6,12.8,45.7,20.1,221,3735,3956,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
431,432,2012-03-07,1,1,3,0,3,Working Day,1,16.6,19.3,51.3,34.6,432,4484,4916,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
432,433,2012-03-08,1,1,3,0,4,Working Day,1,21.6,26.2,56.8,44.2,486,4896,5382,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
433,434,2012-03-09,1,1,3,0,5,Working Day,2,16.8,19.9,40.7,41.5,447,4122,4569,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
434,435,2012-03-10,1,1,3,0,6,Not Working Day,1,11.8,13.9,35.0,22.6,968,3150,4118,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
435,436,2012-03-11,1,1,3,0,0,Not Working Day,1,14.8,18.0,47.7,22.3,1658,3253,4911,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
436,437,2012-03-12,1,1,3,0,1,Working Day,1,19.1,23.0,48.9,20.8,838,4460,5298,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
437,438,2012-03-13,1,1,3,0,2,Working Day,1,23.2,27.1,61.8,23.7,762,5085,5847,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
438,439,2012-03-14,1,1,3,0,3,Working Day,1,23.5,27.4,50.7,11.5,997,5315,6312,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
439,440,2012-03-15,1,1,3,0,4,Working Day,1,22.9,26.6,58.0,15.0,1005,5187,6192,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
440,441,2012-03-16,1,1,3,0,5,Working Day,2,17.9,21.8,84.2,11.3,548,3830,4378,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
441,442,2012-03-17,1,1,3,0,6,Not Working Day,2,21.1,25.3,75.6,11.1,3155,4681,7836,Springer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
442,443,2012-03-18,1,1,3,0,0,Not Working Day,2,19.4,23.2,81.0,12.7,2207,3685,5892,Springer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
443,444,2012-03-19,1,1,3,0,1,Working Day,1,22.3,26.6,72.9,16.2,982,5171,6153,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
444,445,2012-03-20,1,1,3,0,2,Working Day,1,23.0,26.9,80.8,12.1,1051,5042,6093,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
445,446,2012-03-21,2,1,3,0,3,Working Day,2,21.8,25.7,82.1,9.0,1122,5108,6230,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
446,447,2012-03-22,2,1,3,0,4,Working Day,1,22.7,26.6,83.1,11.8,1334,5537,6871,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
447,448,2012-03-23,2,1,3,0,5,Working Day,2,24.7,28.5,69.4,11.6,2469,5893,8362,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
448,449,2012-03-24,2,1,3,0,6,Not Working Day,2,20.6,24.3,88.5,19.3,1033,2339,3372,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
449,450,2012-03-25,2,1,3,0,0,Not Working Day,2,17.9,21.9,88.1,22.1,1532,3464,4996,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
450,451,2012-03-26,2,1,3,0,1,Working Day,1,18.3,21.9,47.8,38.7,795,4763,5558,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
451,452,2012-03-27,2,1,3,0,2,Working Day,1,13.3,15.8,29.0,18.7,531,4571,5102,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
452,453,2012-03-28,2,1,3,0,3,Working Day,1,19.9,23.5,48.1,29.2,674,5024,5698,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
453,454,2012-03-29,2,1,3,0,4,Working Day,1,20.3,24.1,43.9,32.0,834,5299,6133,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
454,455,2012-03-30,2,1,3,0,5,Working Day,2,15.2,18.8,58.1,13.8,796,4663,5459,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
455,456,2012-03-31,2,1,3,0,6,Not Working Day,2,17.4,21.1,73.8,25.1,2301,3934,6235,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",March,2012
456,457,2012-04-01,2,1,4,0,0,Not Working Day,2,17.5,20.9,67.6,17.2,2347,3694,6041,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
457,458,2012-04-02,2,1,4,0,1,Working Day,1,17.8,21.4,50.4,31.2,1208,4728,5936,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
458,459,2012-04-03,2,1,4,0,2,Working Day,1,19.1,23.1,39.7,10.0,1348,5424,6772,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
459,460,2012-04-04,2,1,4,0,3,Working Day,1,22.2,26.7,47.0,18.1,1058,5378,6436,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
460,461,2012-04-05,2,1,4,0,4,Working Day,1,17.8,21.6,37.4,22.0,1192,5265,6457,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
461,462,2012-04-06,2,1,4,0,5,Working Day,1,16.5,19.5,37.7,30.0,1807,4653,6460,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
462,463,2012-04-07,2,1,4,0,6,Not Working Day,1,17.9,21.3,25.4,27.5,3252,3605,6857,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
463,464,2012-04-08,2,1,4,0,0,Not Working Day,1,20.5,24.6,27.6,23.3,2230,2939,5169,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
464,465,2012-04-09,2,1,4,0,1,Working Day,1,20.1,23.8,31.8,35.8,905,4680,5585,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
465,466,2012-04-10,2,1,4,0,2,Working Day,1,18.3,21.8,43.5,24.9,819,5099,5918,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
466,467,2012-04-11,2,1,4,0,3,Working Day,1,14.3,16.9,47.0,29.5,482,4380,4862,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
467,468,2012-04-12,2,1,4,0,4,Working Day,1,16.3,19.4,46.6,29.0,663,4746,5409,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
468,469,2012-04-13,2,1,4,0,5,Working Day,1,18.1,21.6,40.8,15.5,1252,5146,6398,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
469,470,2012-04-14,2,1,4,0,6,Not Working Day,1,20.3,24.4,50.3,19.1,2795,4665,7460,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
470,471,2012-04-15,2,1,4,0,0,Not Working Day,1,24.9,28.7,50.8,22.5,2846,4286,7132,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
471,472,2012-04-16,2,1,4,1,1,Not Working Day,1,27.2,30.7,56.2,28.5,1198,5172,6370,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
472,473,2012-04-17,2,1,4,0,2,Working Day,1,24.9,29.9,39.0,27.4,989,5702,6691,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
473,474,2012-04-18,2,1,4,0,3,Working Day,2,19.0,22.9,56.9,16.8,347,4020,4367,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
474,475,2012-04-19,2,1,4,0,4,Working Day,1,20.4,24.7,61.3,6.6,846,5719,6565,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
475,476,2012-04-20,2,1,4,0,5,Working Day,1,21.6,25.8,69.5,15.0,1340,5950,7290,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
476,477,2012-04-21,2,1,4,0,6,Not Working Day,1,23.4,27.1,68.3,28.4,2541,4083,6624,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
477,478,2012-04-22,2,1,4,0,0,Not Working Day,3,16.3,19.5,83.5,34.5,120,907,1027,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",April,2012
478,479,2012-04-23,2,1,4,0,1,Working Day,2,13.2,15.1,76.7,30.3,195,3019,3214,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
479,480,2012-04-24,2,1,4,0,2,Working Day,1,16.9,20.3,45.4,24.9,518,5115,5633,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
480,481,2012-04-25,2,1,4,0,3,Working Day,1,19.5,23.5,42.8,11.9,655,5541,6196,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
481,482,2012-04-26,2,1,4,0,4,Working Day,2,20.4,24.2,75.7,17.7,475,4551,5026,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
482,483,2012-04-27,2,1,4,0,5,Working Day,1,18.8,22.6,40.1,34.8,1014,5219,6233,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
483,484,2012-04-28,2,1,4,0,6,Not Working Day,2,15.4,18.9,49.0,13.0,1120,3100,4220,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
484,485,2012-04-29,2,1,4,0,0,Not Working Day,1,18.8,22.5,58.7,11.7,2229,4075,6304,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",April,2012
485,486,2012-04-30,2,1,4,0,1,Working Day,2,19.0,22.9,57.0,17.2,665,4907,5572,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",April,2012
486,487,2012-05-01,2,1,5,0,2,Working Day,2,25.1,28.9,66.0,15.6,653,5087,5740,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
487,488,2012-05-02,2,1,5,0,3,Working Day,1,23.1,26.9,79.7,13.8,667,5502,6169,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
488,489,2012-05-03,2,1,5,0,4,Working Day,2,23.0,26.9,76.8,13.4,764,5657,6421,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
489,490,2012-05-04,2,1,5,0,5,Working Day,1,25.7,29.5,73.5,16.3,1069,5227,6296,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
490,491,2012-05-05,2,1,5,0,6,Not Working Day,2,25.5,29.2,75.7,15.3,2496,4387,6883,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
491,492,2012-05-06,2,1,5,0,0,Not Working Day,2,23.1,27.3,74.0,15.0,2135,4224,6359,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
492,493,2012-05-07,2,1,5,0,1,Working Day,2,22.0,26.4,66.4,23.1,1008,5265,6273,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
493,494,2012-05-08,2,1,5,0,2,Working Day,2,23.8,27.9,68.6,29.6,738,4990,5728,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
494,495,2012-05-09,2,1,5,0,3,Working Day,2,23.6,27.7,74.4,21.6,620,4097,4717,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
495,496,2012-05-10,2,1,5,0,4,Working Day,1,20.7,24.6,55.2,31.4,1026,5546,6572,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
496,497,2012-05-11,2,1,5,0,5,Working Day,1,21.9,26.0,36.0,23.7,1319,5711,7030,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
497,498,2012-05-12,2,1,5,0,6,Not Working Day,1,23.1,27.2,48.0,12.3,2622,4807,7429,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
498,499,2012-05-13,2,1,5,0,0,Not Working Day,1,25.1,29.3,57.6,22.5,2172,3946,6118,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
499,500,2012-05-14,2,1,5,0,1,Working Day,2,23.5,27.5,79.0,21.3,342,2501,2843,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
500,501,2012-05-15,2,1,5,0,2,Working Day,2,25.1,28.8,79.5,14.7,625,4490,5115,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
501,502,2012-05-16,2,1,5,0,3,Working Day,1,26.1,29.8,69.8,12.3,991,6433,7424,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
502,503,2012-05-17,2,1,5,0,4,Working Day,1,24.3,28.6,52.0,22.9,1242,6142,7384,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
503,504,2012-05-18,2,1,5,0,5,Working Day,1,23.1,27.6,52.3,13.7,1521,6118,7639,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
504,505,2012-05-19,2,1,5,0,6,Not Working Day,1,24.6,28.3,45.6,8.4,3410,4884,8294,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
505,506,2012-05-20,2,1,5,0,0,Not Working Day,1,25.5,29.2,53.0,25.4,2704,4425,7129,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
506,507,2012-05-21,2,1,5,0,1,Working Day,2,24.5,28.3,81.1,23.3,630,3729,4359,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
507,508,2012-05-22,2,1,5,0,2,Working Day,2,25.2,29.0,76.6,11.8,819,5254,6073,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
508,509,2012-05-23,2,1,5,0,3,Working Day,2,25.5,29.2,77.5,10.2,766,4494,5260,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
509,510,2012-05-24,2,1,5,0,4,Working Day,1,26.9,30.3,71.7,17.3,1059,5711,6770,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
510,511,2012-05-25,2,1,5,0,5,Working Day,1,27.9,31.4,74.7,14.1,1417,5317,6734,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
511,512,2012-05-26,2,1,5,0,6,Not Working Day,1,28.4,32.1,73.2,19.9,2855,3681,6536,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
512,513,2012-05-27,2,1,5,0,0,Not Working Day,1,28.3,32.1,69.7,21.5,3283,3308,6591,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
513,514,2012-05-28,2,1,5,1,1,Not Working Day,1,29.2,34.0,67.6,19.7,2557,3486,6043,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
514,515,2012-05-29,2,1,5,0,2,Working Day,1,29.6,33.6,68.5,29.5,880,4863,5743,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
515,516,2012-05-30,2,1,5,0,3,Working Day,2,26.9,30.6,67.0,13.4,745,6110,6855,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2012
516,517,2012-05-31,2,1,5,0,4,Working Day,1,27.9,31.6,49.3,19.5,1100,6238,7338,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2012
517,518,2012-06-01,2,1,6,0,5,Working Day,2,26.8,30.4,75.5,23.8,533,3594,4127,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2012
518,519,2012-06-02,2,1,6,0,6,Not Working Day,1,23.9,28.3,54.9,18.7,2795,5325,8120,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
519,520,2012-06-03,2,1,6,0,0,Not Working Day,1,24.7,28.8,49.3,18.4,2494,5147,7641,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
520,521,2012-06-04,2,1,6,0,1,Working Day,1,24.5,28.9,48.7,28.5,1071,5927,6998,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
521,522,2012-06-05,2,1,6,0,2,Working Day,2,22.2,26.3,61.3,21.0,968,6033,7001,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2012
522,523,2012-06-06,2,1,6,0,3,Working Day,1,22.7,27.1,61.1,7.7,1027,6028,7055,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
523,524,2012-06-07,2,1,6,0,4,Working Day,1,24.7,28.5,56.7,15.7,1038,6456,7494,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
524,525,2012-06-08,2,1,6,0,5,Working Day,1,26.6,29.9,46.8,17.5,1488,6248,7736,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
525,526,2012-06-09,2,1,6,0,6,Not Working Day,1,29.1,32.4,43.7,14.4,2708,4790,7498,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
526,527,2012-06-10,2,1,6,0,0,Not Working Day,1,29.8,33.2,53.8,13.4,2224,4374,6598,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
527,528,2012-06-11,2,1,6,0,1,Working Day,2,29.6,33.0,58.8,20.8,1017,5647,6664,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2012
528,529,2012-06-12,2,1,6,0,2,Working Day,2,26.8,29.9,83.3,21.5,477,4495,4972,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2012
529,530,2012-06-13,2,1,6,0,3,Working Day,1,26.9,30.6,58.2,34.3,1173,6248,7421,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
530,531,2012-06-14,2,1,6,0,4,Working Day,1,26.6,31.2,57.0,25.4,1180,6183,7363,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
531,532,2012-06-15,2,1,6,0,5,Working Day,1,26.2,30.0,59.0,17.7,1563,6102,7665,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
532,533,2012-06-16,2,1,6,0,6,Not Working Day,1,25.9,29.7,50.4,16.7,2963,4739,7702,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
533,534,2012-06-17,2,1,6,0,0,Not Working Day,1,24.3,28.6,59.9,14.5,2634,4344,6978,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
534,535,2012-06-18,2,1,6,0,1,Working Day,2,23.3,27.2,77.8,17.5,653,4446,5099,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2012
535,536,2012-06-19,2,1,6,0,2,Working Day,1,28.2,32.7,69.0,14.8,968,5857,6825,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
536,537,2012-06-20,2,1,6,0,3,Working Day,1,32.1,36.0,59.2,11.4,872,5339,6211,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
537,538,2012-06-21,3,1,6,0,4,Working Day,1,33.0,37.6,56.8,11.9,778,5127,5905,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
538,539,2012-06-22,3,1,6,0,5,Working Day,1,31.9,36.2,57.4,18.3,964,4859,5823,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
539,540,2012-06-23,3,1,6,0,6,Not Working Day,1,30.0,32.6,53.5,18.0,2657,4801,7458,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
540,541,2012-06-24,3,1,6,0,0,Not Working Day,1,30.5,33.7,47.9,14.6,2551,4340,6891,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
541,542,2012-06-25,3,1,6,0,1,Working Day,1,29.3,32.7,50.4,30.0,1139,5640,6779,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
542,543,2012-06-26,3,1,6,0,2,Working Day,1,25.9,29.7,37.3,34.8,1077,6365,7442,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
543,544,2012-06-27,3,1,6,0,3,Working Day,1,28.6,32.0,36.0,27.2,1077,6258,7335,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
544,545,2012-06-28,3,1,6,0,4,Working Day,1,30.7,33.8,42.2,17.2,921,5958,6879,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
545,546,2012-06-29,3,1,6,0,5,Working Day,1,34.2,39.3,48.9,16.5,829,4634,5463,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
546,547,2012-06-30,3,1,6,0,6,Not Working Day,1,31.4,34.4,60.1,16.1,1455,4232,5687,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2012
547,548,2012-07-01,3,1,7,0,0,Not Working Day,1,33.4,37.5,51.9,16.9,1421,4110,5531,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
548,549,2012-07-02,3,1,7,0,1,Working Day,1,32.0,35.1,44.7,19.5,904,5323,6227,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
549,550,2012-07-03,3,1,7,0,2,Working Day,1,32.0,35.1,49.2,12.6,1052,5608,6660,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
550,551,2012-07-04,3,1,7,1,3,Not Working Day,1,32.4,36.6,53.9,13.5,2562,4841,7403,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
551,552,2012-07-05,3,1,7,0,4,Working Day,1,33.9,38.1,45.8,19.4,1405,4836,6241,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
552,553,2012-07-06,3,1,7,0,5,Working Day,1,34.0,37.6,45.1,14.6,1366,4841,6207,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
553,554,2012-07-07,3,1,7,0,6,Not Working Day,1,35.3,40.2,49.2,16.4,1448,3392,4840,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
554,555,2012-07-08,3,1,7,0,0,Not Working Day,1,33.7,39.5,57.4,12.6,1203,3469,4672,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
555,556,2012-07-09,3,1,7,0,1,Working Day,2,29.1,32.7,68.3,18.1,998,5571,6569,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
556,557,2012-07-10,3,1,7,0,2,Working Day,2,29.6,33.2,66.8,15.2,954,5336,6290,Fall,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
557,558,2012-07-11,3,1,7,0,3,Working Day,1,29.4,32.5,63.3,15.2,975,6289,7264,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
558,559,2012-07-12,3,1,7,0,4,Working Day,1,29.3,32.7,53.0,14.7,1032,6414,7446,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
559,560,2012-07-13,3,1,7,0,5,Working Day,2,30.0,33.4,48.6,8.1,1511,5988,7499,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
560,561,2012-07-14,3,1,7,0,6,Not Working Day,2,28.8,33.3,69.9,14.4,2355,4614,6969,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
561,562,2012-07-15,3,1,7,0,0,Not Working Day,1,30.6,35.3,71.8,16.7,1920,4111,6031,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
562,563,2012-07-16,3,1,7,0,1,Working Day,1,31.3,36.2,64.5,16.4,1088,5742,6830,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
563,564,2012-07-17,3,1,7,0,2,Working Day,1,33.6,37.8,50.6,11.4,921,5865,6786,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
564,565,2012-07-18,3,1,7,0,3,Working Day,1,32.5,37.3,57.7,13.7,799,4914,5713,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
565,566,2012-07-19,3,1,7,0,4,Working Day,1,31.6,35.7,60.0,16.5,888,5703,6591,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2012
566,567,2012-07-20,3,1,7,0,5,Working Day,2,27.3,30.7,84.4,20.9,747,5123,5870,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
567,568,2012-07-21,3,1,7,0,6,Not Working Day,3,24.4,27.5,86.5,21.3,1264,3195,4459,Fall,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",July,2012
568,569,2012-07-22,3,1,7,0,0,Not Working Day,2,27.4,31.2,76.2,9.4,2544,4866,7410,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2012
